organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
181892	present	Hugo Gante	eDNA expeditions citizen science sampling	243030	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0425	EE0425
104495	present	Hugo Gante	eDNA expeditions citizen science sampling	214573	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0428	EE0428
71871	present	Hugo Gante	eDNA expeditions citizen science sampling	238445	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Clupeiformes	Dorosomatidae	Harengula	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Harengula;Harengula_humeralis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits OP056914, identities 99.2, taxonomy Harengula_humeralis, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Harengula;Harengula_humeralis.	Harengula humeralis	urn:lsid:marinespecies.org:taxname:367197	species	asv.2_EE0426	EE0426
64569	present	Hugo Gante	eDNA expeditions citizen science sampling	273914	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Clupeiformes	Dorosomatidae	Harengula	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Harengula;Harengula_humeralis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits OP056914, identities 99.2, taxonomy Harengula_humeralis, consensus Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Harengula;Harengula_humeralis.	Harengula humeralis	urn:lsid:marinespecies.org:taxname:367197	species	asv.2_EE0429	EE0429
33761	present	Hugo Gante	eDNA expeditions citizen science sampling	93596	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Lutjanidae	Lutjanus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;Lutjanus_apodus, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits OP035162,JQ741057,AY857943,NC_081963,AY947839,AY857944, identities 100,99.2,97.7,97.4,97.3,97.3, taxonomy Lutjanus_apodus,Lutjanus_apodus,Lutjanus_jocu,Lutjanus_ehrenbergii,Lutjanus_argentiventris,Lutjanus_griseus, consensus Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus.	Lutjanus apodus	urn:lsid:marinespecies.org:taxname:159793	species	asv.7_EE0423	EE0423
30141	present	Hugo Gante	eDNA expeditions citizen science sampling	185640	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Scaridae	Sparisoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_chrysopterum, confidences 1;1;1;1;1;1;0.99. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY081083, identities 100, taxonomy Sparisoma_chrysopterum, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_chrysopterum.	Sparisoma chrysopterum	urn:lsid:marinespecies.org:taxname:273774	species	asv.4_EE0477	EE0477
29937	present	Hugo Gante	eDNA expeditions citizen science sampling	185640	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0477	EE0477
29081	present	Hugo Gante	eDNA expeditions citizen science sampling	273914	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Atheriniformes	Atherinidae	Hypoatherina	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Hypoatherina;Hypoatherina_harringtonensis, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AB849086, identities 98.5, taxonomy Hypoatherina_harringtonensis, consensus Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinidae;Hypoatherina;Hypoatherina_harringtonensis.	Hypoatherina harringtonensis	urn:lsid:marinespecies.org:taxname:277722	species	asv.5_EE0429	EE0429
29059	present	Hugo Gante	eDNA expeditions citizen science sampling	185640	DNA Sequence reads	DNA Sequence reads	Chordata	Teleostei	Eupercaria incertae sedis	Scaridae	Sparisoma	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_viride, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY081081, identities 100, taxonomy Sparisoma_viride, consensus Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Sparisoma;Sparisoma_viride.	Sparisoma viride	urn:lsid:marinespecies.org:taxname:273780	species	asv.3_EE0477	EE0477
18567	present	Hugo Gante	eDNA expeditions citizen science sampling	273914	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.1_EE0429	EE0429
