organismQuantity	occurrenceStatus	recordedBy	samplingProtocol	sampleSizeValue	organismQuantityType	sampleSizeUnit	phylum	class	order	family	genus	identificationRemarks	scientificName	scientificNameID	taxonRank	occurrenceID	materialSampleID
334990	present	Hugo Gante	eDNA expeditions citizen science sampling	461155	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY377389,AM181023, identities 100,99.2, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.1_EE0022	EE0022
237214	present	Hugo Gante	eDNA expeditions citizen science sampling	310006	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0147	EE0147
222328	present	Hugo Gante	eDNA expeditions citizen science sampling	358233	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY377389,AM181023, identities 100,99.2, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.1_EE0006	EE0006
170192	present	Hugo Gante	eDNA expeditions citizen science sampling	308972	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Phocidae	Mirounga	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AY377389,AM181023, identities 100,99.2, taxonomy Mirounga_leonina,Mirounga_leonina, consensus Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Mirounga;Mirounga_leonina.	Mirounga leonina	urn:lsid:marinespecies.org:taxname:231413	species	asv.1_EE0003	EE0003
155149	present	Hugo Gante	eDNA expeditions citizen science sampling	263888	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0087	EE0087
107144	present	Hugo Gante	eDNA expeditions citizen science sampling	246850	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_forsteri, confidences 1;1;1;1;1;1;0.7. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AM181018,AM181021,MK616240,NC_049152,KT693378,KT693380,BK010918,KT693379, identities 99.6,98.4,98,97.6,97.6,97.6,97.2,97.2, taxonomy Arctocephalus_pusillus,Arctocephalus_townsendi,Arctocephalus_australis,Otaria_byronia,Arctocephalus_forsteri,Arctocephalus_forsteri,Arctocephalus_gazella,Arctocephalus_forsteri, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus.	Arctocephalus	urn:lsid:marinespecies.org:taxname:231390	genus	asv.3_EE0019	EE0019
99964	present	Hugo Gante	eDNA expeditions citizen science sampling	134350	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Primates	Hominidae	Homo	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo_sapiens, confidences 1;1;1;1;1;1;1. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits JQ446410,KJ801473,JN160804,KY748238,DQ867014,HM246152,HM246151,KM978387,JF339215,JF339214, identities 100,100,100,100,100,100,100,100,100,100, taxonomy Homo_sapiens,Homo_sapiens,Cloning_vector_pRS316-1B9,Panstrongylus_lignarius,Gallus_gallus,Thrips_alliorum,Echinothrips_americanus,Akabosia_matsudoensis,Physarum_xylophilum,Perichaena_chrysosperma, consensus Eukaryota.	Homo sapiens	urn:lsid:marinespecies.org:taxname:1455977	species	asv.2_EE0002	EE0002
85652	present	Hugo Gante	eDNA expeditions citizen science sampling	340122	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_forsteri, confidences 1;1;1;1;1;1;0.7. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AM181018,AM181021,MK616240,NC_049152,KT693378,KT693380,BK010918,KT693379, identities 99.6,98.4,98,97.6,97.6,97.6,97.2,97.2, taxonomy Arctocephalus_pusillus,Arctocephalus_townsendi,Arctocephalus_australis,Otaria_byronia,Arctocephalus_forsteri,Arctocephalus_forsteri,Arctocephalus_gazella,Arctocephalus_forsteri, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus.	Arctocephalus	urn:lsid:marinespecies.org:taxname:231390	genus	asv.3_EE0004	EE0004
66037	present	Hugo Gante	eDNA expeditions citizen science sampling	263670	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_forsteri, confidences 1;1;1;1;1;1;0.7. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AM181018,AM181021,MK616240,NC_049152,KT693378,KT693380,BK010918,KT693379, identities 99.6,98.4,98,97.6,97.6,97.6,97.2,97.2, taxonomy Arctocephalus_pusillus,Arctocephalus_townsendi,Arctocephalus_australis,Otaria_byronia,Arctocephalus_forsteri,Arctocephalus_forsteri,Arctocephalus_gazella,Arctocephalus_forsteri, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus.	Arctocephalus	urn:lsid:marinespecies.org:taxname:231390	genus	asv.3_EE0001	EE0001
57139	present	Hugo Gante	eDNA expeditions citizen science sampling	340122	DNA Sequence reads	DNA Sequence reads	Chordata	Mammalia	Carnivora	Otariidae	Arctocephalus	Identification based on the RDP classifier at the confidence level 0.8: taxonomy Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus;Arctocephalus_forsteri, confidences 1;1;1;1;1;1;0.63. Confirmation with VSEARCH against the 16S_ncbi_euk_1_50000_pga database at 0.97 similarity: hits AM181018,AM181021,MK616240,NC_049152,KT693378,KT693380, identities 99.2,98,97.6,97.2,97.2,97.2, taxonomy Arctocephalus_pusillus,Arctocephalus_townsendi,Arctocephalus_australis,Otaria_byronia,Arctocephalus_forsteri,Arctocephalus_forsteri, consensus Eukaryota;Chordata;Mammalia;Carnivora;Otariidae;Arctocephalus.	Arctocephalus	urn:lsid:marinespecies.org:taxname:231390	genus	asv.4_EE0004	EE0004
